START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,RIDER_GENDER,TIME_OF_DAY,AREA_SAFETY_SCORE,PICKUP_AREA,DROPOFF_AREA,INCIDENT_REPORT,RIDE_TYPE
2023-01-07 18:00:00,2023-01-07 18:30:00,Business,Location_A,Location_A,18.75,Customer Visit,Male,Night,2.7425638994003467,Downtown,City Outskirts,Yes,Solo
2023-01-07 19:00:00,2023-01-07 19:30:00,Business,Location_B,Location_D,8.36,Errand/Supplies,Male,Night,6.530934254939719,City Outskirts,Suburbs,Yes,Shared
2023-01-07 20:00:00,2023-01-07 20:30:00,Business,Location_C,Location_D,2.16,Meeting,Female,Afternoon,7.746460039526742,Suburbs,City Outskirts,No,Shared
2023-01-07 21:00:00,2023-01-07 21:30:00,Business,Location_C,Location_A,9.17,Errand/Supplies,Male,Night,7.683455135529586,City Outskirts,City Outskirts,No,Solo
2023-01-07 22:00:00,2023-01-07 22:30:00,Business,Location_D,Location_B,19.62,Customer Visit,Male,Evening,4.888237448136257,City Outskirts,City Outskirts,No,Shared
2023-01-07 23:00:00,2023-01-07 23:30:00,Business,Location_B,Location_D,9.72,Meeting,Female,Morning,6.986488927744474,Suburbs,Suburbs,Yes,Shared
2023-01-08 00:00:00,2023-01-08 00:30:00,Business,Location_D,Location_D,4.8,Customer Visit,Female,Night,4.278196382455308,Suburbs,Downtown,Yes,Solo
2023-01-08 01:00:00,2023-01-08 01:30:00,Personal,Location_B,Location_A,11.52,Meeting,Female,Morning,3.2936694439136303,City Outskirts,City Outskirts,Yes,Solo
2023-01-08 02:00:00,2023-01-08 02:30:00,Personal,Location_A,Location_C,8.31,Meal/Entertainment,Male,Morning,2.6030498456927105,Downtown,Suburbs,Yes,Shared
2023-01-08 03:00:00,2023-01-08 03:30:00,Personal,Location_D,Location_B,18.35,Errand/Supplies,Female,Afternoon,4.353720289112394,Downtown,Suburbs,Yes,Solo
2023-01-08 04:00:00,2023-01-08 04:30:00,Business,Location_D,Location_D,20.98,Customer Visit,Female,Evening,5.241199412482201,Suburbs,Downtown,Yes,Solo
2023-01-08 05:00:00,2023-01-08 05:30:00,Personal,Location_A,Location_A,4.08,Meeting,Female,Evening,9.682747512394108,Downtown,Downtown,Yes,Shared
2023-01-08 06:00:00,2023-01-08 06:30:00,Business,Location_D,Location_C,9.77,Customer Visit,Female,Morning,7.930024585198615,Suburbs,Suburbs,Yes,Shared
2023-01-08 07:00:00,2023-01-08 07:30:00,Business,Location_A,Location_D,11.75,Customer Visit,Female,Morning,9.95023989018617,City Outskirts,Suburbs,Yes,Shared
2023-01-08 08:00:00,2023-01-08 08:30:00,Business,Location_D,Location_B,19.27,Airport,Male,Night,8.51183877036527,Downtown,Suburbs,Yes,Shared
2023-01-08 09:00:00,2023-01-08 09:30:00,Personal,Location_D,Location_A,13.95,Errand/Supplies,Female,Night,3.1831722618880844,Suburbs,Suburbs,Yes,Shared
2023-01-08 10:00:00,2023-01-08 10:30:00,Business,Location_A,Location_C,12.45,Meeting,Female,Morning,9.141135875881501,Downtown,Downtown,Yes,Shared
2023-01-08 11:00:00,2023-01-08 11:30:00,Business,Location_D,Location_D,23.19,Errand/Supplies,Female,Afternoon,7.769621612262576,Suburbs,Suburbs,No,Solo
2023-01-08 12:00:00,2023-01-08 12:30:00,Business,Location_A,Location_C,17.69,Customer Visit,Female,Afternoon,3.3620099978848472,Suburbs,Suburbs,No,Solo
2023-01-08 13:00:00,2023-01-08 13:30:00,Business,Location_C,Location_D,24.21,Meal/Entertainment,Male,Afternoon,5.283820531877842,Suburbs,City Outskirts,No,Solo
2023-01-08 14:00:00,2023-01-08 14:30:00,Business,Location_C,Location_B,9.94,Errand/Supplies,Male,Morning,6.641209898086358,City Outskirts,Downtown,No,Solo
2023-01-08 15:00:00,2023-01-08 15:30:00,Business,Location_D,Location_A,9.85,Errand/Supplies,Female,Morning,4.5628802682931635,City Outskirts,Downtown,No,Shared
2023-01-08 16:00:00,2023-01-08 16:30:00,Business,Location_B,Location_D,14.34,Meeting,Male,Evening,3.675777942819548,Downtown,Downtown,Yes,Shared
2023-01-08 17:00:00,2023-01-08 17:30:00,Business,Location_C,Location_B,13.98,Airport,Female,Afternoon,8.35353843345745,Suburbs,Downtown,No,Shared
2023-01-08 18:00:00,2023-01-08 18:30:00,Business,Location_C,Location_B,20.34,Airport,Female,Morning,6.211880968171339,Suburbs,Downtown,No,Shared
2023-01-08 19:00:00,2023-01-08 19:30:00,Personal,Location_D,Location_B,9.86,Meal/Entertainment,Male,Night,3.700560764476859,City Outskirts,Downtown,Yes,Shared
2023-01-08 20:00:00,2023-01-08 20:30:00,Business,Location_C,Location_B,3.67,Meeting,Male,Evening,7.159266844366338,Suburbs,Suburbs,Yes,Solo
2023-01-08 21:00:00,2023-01-08 21:30:00,Personal,Location_D,Location_C,9.03,Meeting,Male,Night,9.94750248484015,City Outskirts,Suburbs,Yes,Solo
2023-01-08 22:00:00,2023-01-08 22:30:00,Personal,Location_A,Location_C,10.34,Meal/Entertainment,Female,Morning,2.5010784605571037,City Outskirts,City Outskirts,Yes,Shared
2023-01-08 23:00:00,2023-01-08 23:30:00,Business,Location_D,Location_C,22.73,Errand/Supplies,Female,Night,4.279899690757894,Suburbs,Downtown,Yes,Solo
2023-01-09 00:00:00,2023-01-09 00:30:00,Personal,Location_C,Location_C,15.68,Airport,Female,Night,8.305620550011367,City Outskirts,Suburbs,Yes,Shared
2023-01-09 01:00:00,2023-01-09 01:30:00,Business,Location_A,Location_A,15.92,Errand/Supplies,Female,Evening,5.8761013463550125,Suburbs,City Outskirts,No,Solo
2023-01-09 02:00:00,2023-01-09 02:30:00,Personal,Location_D,Location_C,11.9,Customer Visit,Male,Night,5.997854604814876,City Outskirts,City Outskirts,No,Shared
2023-01-09 03:00:00,2023-01-09 03:30:00,Business,Location_D,Location_A,7.82,Meeting,Male,Morning,4.89265635453072,Downtown,Downtown,No,Shared
2023-01-09 04:00:00,2023-01-09 04:30:00,Business,Location_D,Location_A,17.13,Meal/Entertainment,Female,Evening,5.388734980483555,Downtown,City Outskirts,No,Shared
2023-01-09 05:00:00,2023-01-09 05:30:00,Business,Location_A,Location_A,23.12,Customer Visit,Female,Morning,5.821351608755122,City Outskirts,City Outskirts,Yes,Solo
2023-01-09 06:00:00,2023-01-09 06:30:00,Business,Location_B,Location_D,3.52,Meeting,Male,Afternoon,2.6270204233115693,City Outskirts,Suburbs,Yes,Shared
2023-01-09 07:00:00,2023-01-09 07:30:00,Personal,Location_C,Location_B,11.27,Errand/Supplies,Female,Night,5.117651725013613,Downtown,Suburbs,No,Solo
2023-01-09 08:00:00,2023-01-09 08:30:00,Business,Location_B,Location_B,21.41,Airport,Male,Evening,2.358308971573378,City Outskirts,Downtown,No,Shared
2023-01-09 09:00:00,2023-01-09 09:30:00,Business,Location_B,Location_C,19.4,Meeting,Male,Night,3.6497600971868667,City Outskirts,Downtown,No,Shared
2023-01-09 10:00:00,2023-01-09 10:30:00,Personal,Location_B,Location_D,7.89,Meeting,Female,Afternoon,6.963329991384357,City Outskirts,Downtown,Yes,Solo
2023-01-09 11:00:00,2023-01-09 11:30:00,Personal,Location_A,Location_D,8.41,Customer Visit,Female,Morning,5.370907415780246,Suburbs,Suburbs,Yes,Solo
2023-01-09 12:00:00,2023-01-09 12:30:00,Personal,Location_A,Location_D,18.73,Errand/Supplies,Male,Afternoon,9.929998229091112,Downtown,City Outskirts,No,Solo
2023-01-09 13:00:00,2023-01-09 13:30:00,Business,Location_D,Location_B,13.89,Customer Visit,Female,Morning,9.073533857045867,Downtown,Downtown,No,Shared
2023-01-09 14:00:00,2023-01-09 14:30:00,Business,Location_A,Location_B,20.04,Airport,Male,Evening,4.454066616913058,Suburbs,City Outskirts,No,Shared
2023-01-09 15:00:00,2023-01-09 15:30:00,Personal,Location_C,Location_A,13.63,Errand/Supplies,Female,Afternoon,5.476955209986261,City Outskirts,City Outskirts,Yes,Shared
2023-01-09 16:00:00,2023-01-09 16:30:00,Business,Location_C,Location_D,18.59,Customer Visit,Male,Morning,6.685382744069654,Downtown,Suburbs,Yes,Solo
2023-01-09 17:00:00,2023-01-09 17:30:00,Business,Location_C,Location_B,18.62,Airport,Female,Morning,4.022107919704921,Suburbs,Downtown,Yes,Shared
2023-01-09 18:00:00,2023-01-09 18:30:00,Business,Location_A,Location_D,11.65,Customer Visit,Male,Evening,5.156422155264944,Suburbs,Suburbs,No,Shared
2023-01-09 19:00:00,2023-01-09 19:30:00,Business,Location_D,Location_A,22.55,Meal/Entertainment,Female,Morning,9.035249637734017,City Outskirts,Suburbs,Yes,Solo
2023-01-09 20:00:00,2023-01-09 20:30:00,Personal,Location_B,Location_D,20.99,Meal/Entertainment,Male,Afternoon,6.3616580120354325,City Outskirts,Downtown,No,Shared
2023-01-09 21:00:00,2023-01-09 21:30:00,Business,Location_C,Location_B,7.5,Meeting,Male,Evening,4.993386788223287,Suburbs,Suburbs,Yes,Solo
2023-01-09 22:00:00,2023-01-09 22:30:00,Personal,Location_D,Location_D,10.9,Airport,Female,Afternoon,9.793234036734304,Suburbs,Downtown,Yes,Shared
2023-01-09 23:00:00,2023-01-09 23:30:00,Business,Location_A,Location_A,12.66,Airport,Female,Night,4.841941186123313,Suburbs,City Outskirts,Yes,Solo
2023-01-10 00:00:00,2023-01-10 00:30:00,Personal,Location_C,Location_D,20.65,Meal/Entertainment,Female,Night,4.5928691917081075,City Outskirts,Suburbs,Yes,Solo
2023-01-10 01:00:00,2023-01-10 01:30:00,Personal,Location_C,Location_B,1.19,Meeting,Female,Night,2.59745527152288,Suburbs,Downtown,No,Solo
2023-01-10 02:00:00,2023-01-10 02:30:00,Personal,Location_C,Location_D,11.43,Customer Visit,Female,Night,7.943398244990348,Suburbs,City Outskirts,Yes,Solo
2023-01-10 03:00:00,2023-01-10 03:30:00,Personal,Location_C,Location_B,9.54,Airport,Male,Afternoon,3.484115611864261,Suburbs,City Outskirts,Yes,Shared
2023-01-10 04:00:00,2023-01-10 04:30:00,Business,Location_B,Location_C,13.34,Customer Visit,Male,Evening,9.320306515371447,Suburbs,Downtown,Yes,Shared
2023-01-10 05:00:00,2023-01-10 05:30:00,Business,Location_A,Location_A,21.37,Meal/Entertainment,Male,Morning,1.1081480135000157,City Outskirts,Suburbs,No,Shared
2023-01-10 06:00:00,2023-01-10 06:30:00,Personal,Location_B,Location_D,20.82,Airport,Male,Evening,5.957382314070286,Suburbs,City Outskirts,Yes,Solo
2023-01-10 07:00:00,2023-01-10 07:30:00,Business,Location_D,Location_D,21.23,Meal/Entertainment,Male,Evening,3.975858607990972,City Outskirts,City Outskirts,Yes,Solo
2023-01-10 08:00:00,2023-01-10 08:30:00,Personal,Location_A,Location_C,11.33,Errand/Supplies,Male,Night,6.379435307442127,Suburbs,Downtown,No,Solo
2023-01-10 09:00:00,2023-01-10 09:30:00,Business,Location_A,Location_D,22.85,Meal/Entertainment,Female,Morning,6.782320315592237,Suburbs,Downtown,No,Solo
2023-01-10 10:00:00,2023-01-10 10:30:00,Personal,Location_A,Location_C,18.16,Airport,Female,Night,6.454328015008977,City Outskirts,City Outskirts,No,Solo
2023-01-10 11:00:00,2023-01-10 11:30:00,Personal,Location_A,Location_B,2.24,Meeting,Female,Morning,8.769454487212913,Downtown,Suburbs,No,Shared
2023-01-10 12:00:00,2023-01-10 12:30:00,Business,Location_D,Location_C,12.68,Airport,Female,Evening,4.624774921515993,City Outskirts,City Outskirts,No,Solo
2023-01-10 13:00:00,2023-01-10 13:30:00,Business,Location_C,Location_A,7.18,Errand/Supplies,Male,Night,5.4800001475290445,Downtown,City Outskirts,Yes,Shared
2023-01-10 14:00:00,2023-01-10 14:30:00,Business,Location_A,Location_C,16.36,Airport,Female,Morning,3.69780217533663,Downtown,Downtown,Yes,Solo
2023-01-10 15:00:00,2023-01-10 15:30:00,Business,Location_D,Location_B,2.17,Airport,Female,Afternoon,6.161248386683347,City Outskirts,Downtown,No,Solo
2023-01-10 16:00:00,2023-01-10 16:30:00,Business,Location_B,Location_D,10.6,Airport,Male,Afternoon,6.999306170464039,City Outskirts,Downtown,Yes,Solo
2023-01-10 17:00:00,2023-01-10 17:30:00,Business,Location_D,Location_C,12.16,Meal/Entertainment,Female,Night,5.883564570825424,Downtown,Suburbs,No,Solo
2023-01-10 18:00:00,2023-01-10 18:30:00,Personal,Location_C,Location_D,4.06,Meal/Entertainment,Male,Afternoon,4.464669071688482,Downtown,City Outskirts,Yes,Solo
2023-01-10 19:00:00,2023-01-10 19:30:00,Business,Location_C,Location_D,9.79,Errand/Supplies,Male,Night,7.784694876350134,City Outskirts,City Outskirts,No,Shared
2023-01-10 20:00:00,2023-01-10 20:30:00,Personal,Location_B,Location_D,5.05,Customer Visit,Male,Afternoon,2.3168756450761467,Downtown,Downtown,Yes,Shared
2023-01-10 21:00:00,2023-01-10 21:30:00,Business,Location_D,Location_B,21.09,Customer Visit,Male,Afternoon,9.906053278312493,Suburbs,Suburbs,Yes,Shared
2023-01-10 22:00:00,2023-01-10 22:30:00,Personal,Location_B,Location_A,19.75,Airport,Female,Afternoon,1.9830501742850997,Suburbs,Downtown,Yes,Solo
2023-01-10 23:00:00,2023-01-10 23:30:00,Business,Location_C,Location_C,19.64,Meal/Entertainment,Female,Night,9.488229645622539,Downtown,City Outskirts,Yes,Solo
2023-01-11 00:00:00,2023-01-11 00:30:00,Business,Location_C,Location_A,8.55,Meeting,Male,Afternoon,2.9996651664887954,City Outskirts,Downtown,Yes,Shared
2023-01-11 01:00:00,2023-01-11 01:30:00,Business,Location_D,Location_C,1.68,Meal/Entertainment,Male,Morning,1.8048619631864615,Downtown,City Outskirts,Yes,Solo
2023-01-11 02:00:00,2023-01-11 02:30:00,Business,Location_A,Location_A,6.95,Meal/Entertainment,Male,Morning,8.67279359957298,City Outskirts,City Outskirts,No,Solo
2023-01-11 03:00:00,2023-01-11 03:30:00,Personal,Location_A,Location_A,18.13,Customer Visit,Female,Night,9.172586684159066,City Outskirts,Suburbs,No,Solo
2023-01-11 04:00:00,2023-01-11 04:30:00,Personal,Location_A,Location_B,17.14,Meal/Entertainment,Female,Morning,1.347938618929941,Suburbs,City Outskirts,No,Solo
2023-01-11 05:00:00,2023-01-11 05:30:00,Personal,Location_A,Location_A,11.58,Customer Visit,Female,Night,2.4996497744192654,Suburbs,Suburbs,No,Shared
2023-01-11 06:00:00,2023-01-11 06:30:00,Personal,Location_A,Location_B,4.11,Customer Visit,Female,Morning,1.6219943773977512,City Outskirts,City Outskirts,No,Shared
2023-01-11 07:00:00,2023-01-11 07:30:00,Business,Location_D,Location_B,8.36,Errand/Supplies,Female,Morning,5.100639571561032,Downtown,City Outskirts,No,Solo
2023-01-11 08:00:00,2023-01-11 08:30:00,Personal,Location_A,Location_D,9.67,Meeting,Female,Morning,4.9509367941712155,Suburbs,Suburbs,Yes,Shared
2023-01-11 09:00:00,2023-01-11 09:30:00,Personal,Location_D,Location_D,12.09,Meal/Entertainment,Male,Evening,6.824920418294514,City Outskirts,Downtown,Yes,Solo
2023-01-11 10:00:00,2023-01-11 10:30:00,Business,Location_A,Location_D,15.62,Customer Visit,Female,Afternoon,5.756718259014871,City Outskirts,City Outskirts,No,Solo
2023-01-11 11:00:00,2023-01-11 11:30:00,Business,Location_A,Location_A,5.29,Meal/Entertainment,Female,Night,8.302404652412118,Suburbs,Suburbs,No,Solo
2023-01-11 12:00:00,2023-01-11 12:30:00,Business,Location_A,Location_D,1.13,Errand/Supplies,Male,Evening,6.731015136711708,Downtown,Downtown,Yes,Solo
2023-01-11 13:00:00,2023-01-11 13:30:00,Personal,Location_A,Location_B,5.66,Meeting,Male,Night,7.670136687653891,City Outskirts,City Outskirts,Yes,Solo
2023-01-11 14:00:00,2023-01-11 14:30:00,Personal,Location_D,Location_D,6.62,Meal/Entertainment,Female,Night,5.6273903130795,City Outskirts,Downtown,Yes,Solo
2023-01-11 15:00:00,2023-01-11 15:30:00,Personal,Location_A,Location_B,9.91,Errand/Supplies,Male,Afternoon,3.4680499926604824,City Outskirts,Suburbs,Yes,Shared
2023-01-11 16:00:00,2023-01-11 16:30:00,Personal,Location_B,Location_C,23.97,Meal/Entertainment,Male,Evening,1.718115863847258,Downtown,City Outskirts,No,Shared
2023-01-11 17:00:00,2023-01-11 17:30:00,Business,Location_C,Location_D,6.1,Meal/Entertainment,Female,Night,7.506543249609105,City Outskirts,Suburbs,No,Shared
2023-01-11 18:00:00,2023-01-11 18:30:00,Business,Location_D,Location_C,16.42,Customer Visit,Female,Morning,6.159148292632257,Suburbs,Downtown,Yes,Solo
2023-01-11 19:00:00,2023-01-11 19:30:00,Business,Location_A,Location_B,21.16,Meal/Entertainment,Female,Night,3.3900096518333633,City Outskirts,City Outskirts,No,Solo
2023-01-11 20:00:00,2023-01-11 20:30:00,Business,Location_B,Location_B,2.46,Meal/Entertainment,Female,Evening,4.7597063091372505,City Outskirts,City Outskirts,Yes,Shared
2023-01-11 21:00:00,2023-01-11 21:30:00,Business,Location_A,Location_C,15.73,Meeting,Female,Night,4.061040205122257,Downtown,Suburbs,Yes,Solo
2023-01-11 22:00:00,2023-01-11 22:30:00,Personal,Location_A,Location_B,6.74,Meal/Entertainment,Female,Morning,8.598252345422074,Suburbs,Suburbs,No,Shared
2023-01-11 23:00:00,2023-01-11 23:30:00,Business,Location_D,Location_D,16.8,Airport,Male,Evening,9.737508939704856,Downtown,Downtown,Yes,Shared
2023-01-12 00:00:00,2023-01-12 00:30:00,Business,Location_D,Location_B,3.11,Meeting,Female,Afternoon,7.632186448405988,City Outskirts,Downtown,Yes,Shared
2023-01-12 01:00:00,2023-01-12 01:30:00,Personal,Location_A,Location_B,21.76,Meeting,Female,Afternoon,8.123802196048922,Suburbs,Suburbs,No,Shared
2023-01-12 02:00:00,2023-01-12 02:30:00,Personal,Location_A,Location_B,18.58,Airport,Male,Evening,6.422507183479161,Suburbs,City Outskirts,Yes,Shared
2023-01-12 03:00:00,2023-01-12 03:30:00,Personal,Location_D,Location_D,9.29,Airport,Male,Evening,4.819483910712149,Downtown,Downtown,No,Solo
2023-01-12 04:00:00,2023-01-12 04:30:00,Business,Location_C,Location_C,15.23,Meal/Entertainment,Male,Afternoon,2.3614146347727933,City Outskirts,City Outskirts,No,Shared
2023-01-12 05:00:00,2023-01-12 05:30:00,Personal,Location_D,Location_B,16.21,Meal/Entertainment,Male,Night,4.299453502275611,Suburbs,City Outskirts,No,Solo
2023-01-12 06:00:00,2023-01-12 06:30:00,Personal,Location_B,Location_B,7.65,Meeting,Male,Evening,1.69742068285499,City Outskirts,Downtown,No,Shared
2023-01-12 07:00:00,2023-01-12 07:30:00,Business,Location_D,Location_C,14.71,Meeting,Female,Afternoon,1.3243473144108955,Downtown,Suburbs,Yes,Shared
2023-01-12 08:00:00,2023-01-12 08:30:00,Personal,Location_A,Location_B,7.73,Errand/Supplies,Female,Night,3.455077857611423,Downtown,City Outskirts,No,Shared
2023-01-12 09:00:00,2023-01-12 09:30:00,Business,Location_C,Location_A,5.54,Meeting,Male,Night,5.052029863152632,City Outskirts,Downtown,No,Shared
2023-01-12 10:00:00,2023-01-12 10:30:00,Personal,Location_C,Location_B,8.04,Errand/Supplies,Female,Evening,7.533137366901349,Downtown,City Outskirts,No,Solo
2023-01-12 11:00:00,2023-01-12 11:30:00,Personal,Location_D,Location_D,24.53,Errand/Supplies,Male,Night,8.541203737633168,Downtown,Downtown,No,Shared
2023-01-12 12:00:00,2023-01-12 12:30:00,Personal,Location_D,Location_A,23.59,Meeting,Male,Evening,2.5269341373778427,Suburbs,City Outskirts,Yes,Solo
2023-01-12 13:00:00,2023-01-12 13:30:00,Business,Location_C,Location_B,4.95,Customer Visit,Female,Night,6.460891735756305,Downtown,Suburbs,No,Solo
2023-01-12 14:00:00,2023-01-12 14:30:00,Personal,Location_A,Location_C,23.43,Meeting,Male,Night,9.470051166537813,Downtown,City Outskirts,No,Shared
2023-01-12 15:00:00,2023-01-12 15:30:00,Business,Location_D,Location_D,10.21,Customer Visit,Female,Night,6.02992194923782,Suburbs,City Outskirts,Yes,Shared
2023-01-12 16:00:00,2023-01-12 16:30:00,Business,Location_C,Location_B,23.42,Meeting,Male,Evening,9.489590143353619,City Outskirts,Suburbs,No,Shared
2023-01-12 17:00:00,2023-01-12 17:30:00,Business,Location_D,Location_C,9.07,Meal/Entertainment,Male,Morning,4.480348107476177,Downtown,City Outskirts,Yes,Shared
2023-01-12 18:00:00,2023-01-12 18:30:00,Personal,Location_C,Location_B,20.87,Meeting,Female,Morning,8.236287712498015,Downtown,Downtown,No,Shared
2023-01-12 19:00:00,2023-01-12 19:30:00,Business,Location_A,Location_D,20.14,Customer Visit,Male,Afternoon,9.321962016820676,Suburbs,Downtown,Yes,Solo
2023-01-12 20:00:00,2023-01-12 20:30:00,Personal,Location_C,Location_D,18.65,Meeting,Female,Evening,5.365288675770348,Suburbs,City Outskirts,No,Shared
2023-01-12 21:00:00,2023-01-12 21:30:00,Personal,Location_D,Location_B,17.97,Customer Visit,Male,Afternoon,2.173831435828865,Suburbs,Suburbs,Yes,Shared
2023-01-12 22:00:00,2023-01-12 22:30:00,Personal,Location_C,Location_B,23.08,Errand/Supplies,Male,Night,4.748340677377152,Suburbs,Downtown,No,Solo
2023-01-12 23:00:00,2023-01-12 23:30:00,Personal,Location_A,Location_D,13.51,Customer Visit,Female,Evening,7.473155781233331,Downtown,Downtown,Yes,Solo
2023-01-13 00:00:00,2023-01-13 00:30:00,Business,Location_B,Location_D,6.47,Meeting,Male,Night,6.7728592090728625,Suburbs,City Outskirts,Yes,Shared
2023-01-13 01:00:00,2023-01-13 01:30:00,Business,Location_A,Location_C,11.03,Meeting,Female,Afternoon,3.6799330500983527,City Outskirts,Suburbs,No,Shared
2023-01-13 02:00:00,2023-01-13 02:30:00,Personal,Location_C,Location_C,11.58,Errand/Supplies,Female,Night,6.742156377974144,Downtown,Downtown,Yes,Shared
2023-01-13 03:00:00,2023-01-13 03:30:00,Personal,Location_C,Location_A,10.73,Meeting,Female,Night,6.033800894220052,Downtown,Suburbs,Yes,Shared
2023-01-13 04:00:00,2023-01-13 04:30:00,Business,Location_C,Location_A,19.77,Meal/Entertainment,Female,Night,7.305085243576296,Downtown,Suburbs,Yes,Solo
2023-01-13 05:00:00,2023-01-13 05:30:00,Business,Location_A,Location_A,5.62,Meeting,Female,Morning,6.111259609094941,Suburbs,Suburbs,Yes,Solo
2023-01-13 06:00:00,2023-01-13 06:30:00,Business,Location_B,Location_B,11.22,Customer Visit,Female,Night,8.033304953698188,Suburbs,Downtown,No,Shared
2023-01-13 07:00:00,2023-01-13 07:30:00,Personal,Location_D,Location_A,14.31,Errand/Supplies,Female,Morning,4.448258612503516,Downtown,Suburbs,Yes,Solo
2023-01-13 08:00:00,2023-01-13 08:30:00,Business,Location_A,Location_A,2.23,Errand/Supplies,Male,Evening,6.095276837438961,Suburbs,City Outskirts,No,Shared
2023-01-13 09:00:00,2023-01-13 09:30:00,Personal,Location_D,Location_A,22.09,Customer Visit,Male,Night,9.992005981019846,Suburbs,Downtown,Yes,Shared
2023-01-13 10:00:00,2023-01-13 10:30:00,Business,Location_A,Location_B,21.81,Meal/Entertainment,Female,Night,7.8130827485160745,Downtown,City Outskirts,No,Solo
2023-01-13 11:00:00,2023-01-13 11:30:00,Personal,Location_C,Location_A,1.81,Airport,Female,Night,6.774247357861327,Downtown,Downtown,No,Solo
2023-01-13 12:00:00,2023-01-13 12:30:00,Business,Location_B,Location_C,18.99,Airport,Female,Evening,5.54454413210891,City Outskirts,Suburbs,Yes,Solo
2023-01-13 13:00:00,2023-01-13 13:30:00,Business,Location_C,Location_B,14.31,Meeting,Male,Afternoon,6.221146405628052,City Outskirts,Suburbs,Yes,Shared
2023-01-13 14:00:00,2023-01-13 14:30:00,Business,Location_D,Location_C,5.86,Customer Visit,Female,Evening,5.705143541047808,City Outskirts,Suburbs,No,Shared
2023-01-13 15:00:00,2023-01-13 15:30:00,Personal,Location_D,Location_D,22.72,Customer Visit,Female,Night,3.596346691076916,City Outskirts,Downtown,Yes,Shared
2023-01-13 16:00:00,2023-01-13 16:30:00,Business,Location_D,Location_D,11.7,Airport,Female,Evening,9.502714858821788,Suburbs,Downtown,Yes,Shared
2023-01-13 17:00:00,2023-01-13 17:30:00,Business,Location_A,Location_C,17.6,Errand/Supplies,Male,Night,3.4095579941056156,Suburbs,City Outskirts,No,Solo
2023-01-13 18:00:00,2023-01-13 18:30:00,Personal,Location_D,Location_A,20.35,Airport,Female,Evening,3.5480328816888744,Suburbs,City Outskirts,Yes,Shared
2023-01-13 19:00:00,2023-01-13 19:30:00,Personal,Location_B,Location_D,13.34,Meeting,Female,Morning,8.866168496742077,Suburbs,City Outskirts,No,Solo
2023-01-13 20:00:00,2023-01-13 20:30:00,Personal,Location_A,Location_C,4.41,Meal/Entertainment,Female,Evening,7.509587110908425,Downtown,Suburbs,Yes,Solo
2023-01-13 21:00:00,2023-01-13 21:30:00,Personal,Location_C,Location_B,20.15,Airport,Female,Evening,5.241964260535129,Downtown,Downtown,Yes,Shared
2023-01-13 22:00:00,2023-01-13 22:30:00,Personal,Location_D,Location_A,6.08,Errand/Supplies,Male,Evening,1.2909945205771405,Suburbs,Suburbs,No,Solo
2023-01-13 23:00:00,2023-01-13 23:30:00,Business,Location_A,Location_B,15.82,Meeting,Female,Night,3.547228394794789,Suburbs,City Outskirts,No,Shared
2023-01-14 00:00:00,2023-01-14 00:30:00,Business,Location_C,Location_B,2.67,Customer Visit,Female,Afternoon,5.566057707316816,City Outskirts,Suburbs,No,Solo
2023-01-14 01:00:00,2023-01-14 01:30:00,Business,Location_A,Location_C,24.98,Meal/Entertainment,Female,Afternoon,1.3856156540887674,City Outskirts,Suburbs,Yes,Solo
2023-01-14 02:00:00,2023-01-14 02:30:00,Personal,Location_B,Location_D,15.65,Meeting,Male,Night,8.207051759410911,City Outskirts,Suburbs,No,Solo
2023-01-14 03:00:00,2023-01-14 03:30:00,Business,Location_A,Location_A,17.92,Errand/Supplies,Male,Evening,5.296539291674505,Suburbs,City Outskirts,Yes,Solo
2023-01-14 04:00:00,2023-01-14 04:30:00,Personal,Location_D,Location_B,15.66,Meeting,Male,Evening,2.982805823621611,City Outskirts,Downtown,Yes,Shared
2023-01-14 05:00:00,2023-01-14 05:30:00,Personal,Location_A,Location_A,19.58,Errand/Supplies,Male,Afternoon,4.373529621493038,Suburbs,Downtown,No,Shared
2023-01-14 06:00:00,2023-01-14 06:30:00,Business,Location_C,Location_B,3.33,Errand/Supplies,Female,Evening,9.890418038536907,City Outskirts,City Outskirts,Yes,Solo
2023-01-14 07:00:00,2023-01-14 07:30:00,Personal,Location_C,Location_A,16.23,Meal/Entertainment,Female,Afternoon,3.142887981943483,Suburbs,City Outskirts,No,Solo
2023-01-14 08:00:00,2023-01-14 08:30:00,Personal,Location_A,Location_C,16.92,Meeting,Male,Evening,2.2131030163187284,City Outskirts,Suburbs,No,Shared
2023-01-14 09:00:00,2023-01-14 09:30:00,Business,Location_D,Location_D,10.8,Airport,Female,Morning,5.865125867543874,City Outskirts,Downtown,No,Solo
2023-01-14 10:00:00,2023-01-14 10:30:00,Personal,Location_D,Location_A,21.33,Errand/Supplies,Female,Morning,6.237897748069056,Suburbs,Suburbs,Yes,Solo
2023-01-14 11:00:00,2023-01-14 11:30:00,Business,Location_B,Location_B,3.56,Meeting,Male,Evening,1.6091544490470016,Downtown,City Outskirts,Yes,Shared
2023-01-14 12:00:00,2023-01-14 12:30:00,Personal,Location_D,Location_B,3.47,Customer Visit,Female,Afternoon,8.849945131229555,Suburbs,City Outskirts,No,Solo
